address,suburb,postcode,state,orientation,gnaf_pid,property_centroid_x,property_centroid_y,property_area,property_perimeter,nearest_point_x,nearest_point_y,angle_to_road,road_id,distance_to_road
108 THE BULWARK,CASTLECRAG,2068,NSW,West,GANSW704346925,335280.4598403489,6258188.833990537,576.1335963220621,113.7966069977253,335259.898054459,6258188.053445186,-177.82604044421055,80,7.11959676622248
1 ROCKLEY STREET,CASTLECRAG,2068,NSW,West,GANSW704372359,335288.40023427946,6258175.293528988,711.2775827074416,122.03601597859948,335260.0514145542,6258177.9103586795,174.72607285409487,80,7.334557462313429
119 THE BULWARK,CASTLECRAG,2068,NSW,East,GANSW704360715,335239.95909168274,6258169.742135368,656.632265386072,106.5090013252348,335259.1340341573,6258167.972130151,-5.273927146434478,80,7.387604250249366
1 THE BASTION,CASTLECRAG,2068,NSW,West,GANSW704341216,335221.66109245084,6258167.033546596,587.9989440765121,101.81097539000385,335203.63183083624,6258161.162535801,-161.96278756920015,139,6.952701427541695
2 THE BASTION,CASTLECRAG,2068,NSW,East,GANSW704357450,335181.6669189285,6258152.900283805,760.2888823324165,107.0411668679214,335203.9585298971,6258160.15927707,18.03721243047661,139,8.059963900110073
1 THE BARBETTE,CASTLECRAG,2068,NSW,South,GANSW704355794,335161.6514537215,6258143.691801554,630.758438232662,117.86842159278605,335160.4788544827,6258122.696402943,-93.19666529888268,85,8.273187507306693
3 THE BARBETTE,CASTLECRAG,2068,NSW,Southwest,GANSW704355801,335137.7728875174,6258146.89310712,659.393320565609,107.15668727765387,335125.91008402896,6258127.836706024,-121.90268377023246,85,4.417997056006942
14 THE BARBETTE,CASTLECRAG,2068,NSW,South,GANSW704355797,335135.7328291308,6258094.486567832,779.9609521057932,124.82960766437049,335126.8731394713,6258070.327565068,-110.13920640778322,86,1.2232063720885729
12 THE BARBETTE,CASTLECRAG,2068,NSW,North,GANSW704355796,335153.14302043087,6258094.315819474,791.3214178893892,125.78550347295047,335154.4424986374,6258123.016691688,87.40761179236355,85,5.606090789671173
8 THE BARBETTE,CASTLECRAG,2068,NSW,Southeast,GANSW704355806,335187.36373269244,6258089.261358819,837.0344905994514,134.2088160138595,335207.62279799255,6258066.0172039345,-48.92534989232311,86,11.97465905246793
6 THE BARBETTE,CASTLECRAG,2068,NSW,South,GANSW704355804,335206.29641422676,6258092.023208947,834.9556279372572,130.75411893592508,335209.2244004626,6258067.413123433,-83.21512507042551,86,1.514033362343047
10 THE BARBETTE,CASTLECRAG,2068,NSW,North,GANSW704355795,335170.29407339136,6258090.232680191,839.7919404545783,133.53554310295306,335172.0710229976,6258122.048976894,86.80333470112855,85,6.2753960983684705
4 THE BARBETTE,CASTLECRAG,2068,NSW,East,GANSW704355802,335224.61081927526,6258096.185128585,888.7788618357362,143.99873123577223,335252.55999329156,6258091.399418673,-9.716471609391581,86,1.402441569040598
2 THE BARBETTE,CASTLECRAG,2068,NSW,East,GANSW704355800,335244.89801227505,6258109.371096107,1094.019038283962,163.57866846003412,335255.3313666739,6258107.58460297,-9.716471610718584,86,0.7400706393503932
"UNIT 1, 2 THE BARBETTE",CASTLECRAG,2068,NSW,East,GANSW710648223,335244.89801227505,6258109.371096107,1094.019038283962,163.57866846003412,335255.3313666739,6258107.58460297,-9.716471610718584,86,0.7400706393503932
12 ROCKLEY STREET,CASTLECRAG,2068,NSW,West,GANSW704372361,335272.1100527607,6258120.167567284,706.0861121086299,118.17595526831501,335257.902492295,6258122.600314059,170.2835283897553,86,5.969126334948452
8 ROCKLEY STREET,CASTLECRAG,2068,NSW,North,GANSW704373008,335304.2354789382,6258111.330760177,834.8117439506102,146.2993080524752,335309.1764143451,6258144.853314399,81.61546423587218,90,8.723946793219753
5 ROCKLEY STREET,CASTLECRAG,2068,NSW,South,GANSW704372366,335421.35181204724,6258137.268059382,21031.309529517195,668.3938491257754,335414.74375758425,6258057.487166268,-94.73486006041466,2,0.0
7 ROCKLEY STREET,CASTLECRAG,2068,NSW,South,GANSW708808977,335421.35181204724,6258137.268059382,21031.309529517195,668.3938491257754,335414.74375758425,6258057.487166268,-94.73486006041466,2,0.0
5-7 ROCKLEY STREET,CASTLECRAG,2068,NSW,South,GANSW720159141,335421.35181204724,6258137.268059382,21031.309529517195,668.3938491257754,335414.74375758425,6258057.487166268,-94.73486006041466,2,0.0
3 THE BARBICAN,CASTLECRAG,2068,NSW,South,GANSW704355810,335421.35181204724,6258137.268059382,21031.309529517195,668.3938491257754,335414.74375758425,6258057.487166268,-94.73486006041466,2,0.0
1 THE BARBICAN,CASTLECRAG,2068,NSW,South,GANSW704355808,335359.97152248287,6258162.85970014,717.6402975205408,105.42945864405607,335356.80475345155,6258138.199745972,-97.31772900707804,90,10.830914768663998
3 ROCKLEY STREET,CASTLECRAG,2068,NSW,North,GANSW704372364,335307.84219618613,6258175.974357951,635.5405046941688,112.5033677634163,335313.2559431074,6258203.467880245,78.8604079415916,91,7.168888694916831
23 CHEYNE WALK,CASTLECRAG,2068,NSW,South,GANSW704357379,336034.034857894,6258413.703004768,818.2182265881733,122.73722416625478,336038.3773998379,6258391.32029048,-79.02026959387906,96,5.075880804066249
21 CHEYNE WALK,CASTLECRAG,2068,NSW,South,GANSW704341146,336056.49803195265,6258414.038625044,751.7974837936681,116.47844811012031,336054.00480175606,6258392.300485186,-96.54288168433861,96,4.680841793167645
17 CHEYNE WALK,CASTLECRAG,2068,NSW,South,GANSW704341143,336103.2940827923,6258407.549847436,698.4680146519165,114.56115392911218,336100.9278183976,6258386.918705385,-96.54288168442758,96,5.87639656657617
13 CHEYNE WALK,CASTLECRAG,2068,NSW,South,GANSW704341141,336154.11888701364,6258396.738128861,923.9538210343935,120.71723845681562,336159.63518664154,6258375.286994178,-75.57849139361947,96,3.668230663615929
15 CHEYNE WALK,CASTLECRAG,2068,NSW,South,GANSW704341142,336129.07934218494,6258399.709297048,742.0170447809849,110.63741982210323,336123.42159859475,6258381.08349324,-106.89659717966741,96,5.108541596926163
11 CHEYNE WALK,CASTLECRAG,2068,NSW,East,GANSW704341140,336172.78975869436,6258410.667606322,789.8242970958936,114.3346609767435,336189.8418366692,6258403.693891366,-22.242877771186752,96,3.4864154278431747
9 CHEYNE WALK,CASTLECRAG,2068,NSW,East,GANSW704341160,336183.39673123806,6258434.874087681,649.7754247805489,103.7452844921651,336198.63868784043,6258432.302259523,-9.57750178720313,96,3.7442014232165044
7 CHEYNE WALK,CASTLECRAG,2068,NSW,East,GANSW704341158,336185.7922497174,6258462.901709447,841.1553728060859,118.14143450347018,336202.94991335075,6258461.014376417,-6.277265594818446,96,3.170174609799977
16A LINDEN WAY,CASTLECRAG,2068,NSW,Northwest,GANSW708832112,336137.8219445511,6258451.797233641,4565.715571341492,282.80422684105315,336116.52173679124,6258470.219166182,139.144421789181,34,8.055969491387891
26 LINDEN WAY,CASTLECRAG,2068,NSW,Northwest,GANSW715949391,336137.8219445511,6258451.797233641,4565.715571341492,282.80422684105315,336116.52173679124,6258470.219166182,139.144421789181,34,8.055969491387891
16 LINDEN WAY,CASTLECRAG,2068,NSW,Northwest,GANSW704372338,336137.8219445511,6258451.797233641,4565.715571341492,282.80422684105315,336116.52173679124,6258470.219166182,139.144421789181,34,8.055969491387891
28 LINDEN WAY,CASTLECRAG,2068,NSW,South,GANSW704372347,336066.35405554954,6258446.161853687,1115.5663673680474,135.41031586620608,336060.0963572914,6258391.601821441,-96.5428816843444,96,38.47058760554123
32 LINDEN WAY,CASTLECRAG,2068,NSW,North,GANSW704361801,336016.89283535426,6258452.128763704,727.9709530538071,109.28454547555627,336022.36424098926,6258477.15615171,77.6682002330745,34,7.909951860478285
30 LINDEN WAY,CASTLECRAG,2068,NSW,North,GANSW704345890,336037.3913990329,6258448.93099086,629.2546522111724,105.0577890622783,336041.12662050966,6258473.875722645,81.48381002083451,34,8.747997248974686
19 CHEYNE WALK,CASTLECRAG,2068,NSW,South,GANSW704341144,336078.273921514,6258415.336796588,864.0656324453616,125.90956395829355,336075.3509968906,6258389.8522086255,-96.5428816843949,96,5.025343809255065
25 CHEYNE WALK,CASTLECRAG,2068,NSW,Southwest,GANSW704357380,336014.2438749909,6258416.708763739,776.7802242992348,118.60654310932559,335997.98354330385,6258398.377292369,-131.57357945708284,96,5.3084443966719155
27 CHEYNE WALK,CASTLECRAG,2068,NSW,South,GANSW704357381,335994.33954914124,6258426.85964688,646.35649574603,103.60507814722189,335996.9083360346,6258399.331019785,-84.66897933321185,96,8.747685382705791
29 CHEYNE WALK,CASTLECRAG,2068,NSW,South,GANSW704357382,335973.0730100812,6258444.118220464,850.6236753693064,163.4075282090603,335959.6464652556,6258392.480993888,-104.57511616190683,71,13.449125149578336
31 CHEYNE WALK,CASTLECRAG,2068,NSW,South,GANSW704341154,335966.61308181856,6258421.5507417675,897.7162386293578,138.49509716312593,335959.09194996237,6258392.625177164,-104.5751161621278,71,11.908773912281424
38 LINDEN WAY,CASTLECRAG,2068,NSW,North,GANSW704361807,335939.83089856256,6258456.695048216,2751.6523548852083,287.7312745211053,335936.35816728714,6258523.59946425,92.97132018272396,34,5.709143719358797
34 LINDEN WAY,CASTLECRAG,2068,NSW,Northeast,GANSW704361803,335994.9878474247,6258459.418411129,796.161051707063,126.12008789533317,336012.7871718068,6258480.781092651,50.19903565503636,34,6.2896956148290215
36 LINDEN WAY,CASTLECRAG,2068,NSW,Northeast,GANSW704361805,335981.18490273005,6258479.079987892,1037.721690184754,141.7269268519382,336005.9329260266,6258491.622804106,26.876845858153168,34,5.982337249705819
46 LINDEN WAY,CASTLECRAG,2068,NSW,North,GANSW704361813,335898.91102021403,6258449.095704618,1867.401174326103,257.0815102482014,335911.6066055391,6258525.710595194,80.59121278755205,34,8.035225592218758
54 LINDEN WAY,CASTLECRAG,2068,NSW,Northeast,GANSW704345902,335848.71675528574,6258518.912657944,4071.209243256727,378.81735231216186,335876.8437332643,6258543.160055167,40.76360802235702,34,5.487357187320781
48 LINDEN WAY,CASTLECRAG,2068,NSW,North,GANSW704361814,335896.58164541866,6258480.034932569,839.8829821107258,161.60274509829736,335908.7766439437,6258526.179538224,75.19643944658857,34,7.859766218023954
52 LINDEN WAY,CASTLECRAG,2068,NSW,North,GANSW704361817,335884.96864325233,6258505.823665591,1055.3084154224578,138.62818442865716,335894.0034728312,6258531.3984675305,70.54317517890719,34,7.713512131009216
44 LINDEN WAY,CASTLECRAG,2068,NSW,North,GANSW704361812,335926.24373243167,6258497.217353732,803.9734119185042,118.62333075592731,335927.2117947622,6258523.1247139145,87.86006399413094,34,8.29148821977472
42 LINDEN WAY,CASTLECRAG,2068,NSW,North,GANSW704361811,335948.72988036263,6258502.020910705,603.3080651339029,100.93922423181704,335941.9032653056,6258524.832156816,106.66061846133819,34,8.299714569379967
40 LINDEN WAY,CASTLECRAG,2068,NSW,Northeast,GANSW704361810,335975.86423444,6258510.81819312,1051.7662790386048,125.4873098338424,335996.0563641019,6258522.7477631485,30.57471968515527,34,4.906881642317545
19 LINDEN WAY,CASTLECRAG,2068,NSW,West,GANSW704372340,336029.1440083128,6258511.033555425,1053.6270268852,145.56780206703849,336002.57833575323,6258503.581481768,-164.33038703256847,34,6.537861439611687
11 LINDEN WAY,CASTLECRAG,2068,NSW,Northeast,GANSW704372334,336079.4187825025,6258511.5281241,659.6809696536552,112.34020695834926,336097.6115903715,6258519.987497909,24.937697812968914,34,6.75662402896158
17 LINDEN WAY,CASTLECRAG,2068,NSW,South,GANSW704372339,336045.42305997945,6258502.343620454,831.2567602917733,133.34306086215915,336041.1595418349,6258473.870793009,-98.51618997919793,34,6.281652983046408
50 LINDEN WAY,CASTLECRAG,2068,NSW,Southeast,GANSW704361816,336092.5355543699,6258416.8934924295,16063.155496099527,1429.9083531007796,336139.52123725484,6258376.193093428,-40.9000862133717,95,0.0
13 LINDEN WAY,CASTLECRAG,2068,NSW,South,GANSW704372335,336094.7927512801,6258484.601826362,837.5956648533336,110.10315337712353,336092.04493342584,6258466.2512199,-98.51618997924393,34,5.123736689371039
15 LINDEN WAY,CASTLECRAG,2068,NSW,South,GANSW704372337,336065.43437346286,6258491.476317326,824.129207440838,117.4535863733257,336062.32358323864,6258470.701691707,-98.51618997906314,34,5.651248622462965
5 CHEYNE WALK,CASTLECRAG,2068,NSW,East,GANSW704341156,336181.28305288247,6258489.761204569,634.2315695221156,99.17282191143127,336198.3504014009,6258493.663643951,12.879248333191793,96,2.44049358851872
3 CHEYNE WALK,CASTLECRAG,2068,NSW,Northeast,GANSW704357384,336160.03492092656,6258509.330979916,803.3142947630696,116.2015190737989,336166.09443551244,6258520.464948889,61.443345138773395,96,1.9356898520524015
3A CHEYNE WALK,CASTLECRAG,2068,NSW,Northeast,GANSW704357383,336133.01596497,6258509.213752931,832.8907221190364,137.7900278447938,336149.94026198436,6258531.3613489345,52.61440058382896,96,2.4215711977101195
153 EDINBURGH ROAD,CASTLECRAG,2068,NSW,South,GANSW704357444,334984.5979458143,6258530.3234636,681.5824060770021,128.40330799892033,334984.5632730208,6258506.795006002,-90.08443406400818,151,9.108484761688898
170 EDINBURGH ROAD,CASTLECRAG,2068,NSW,Northwest,GANSW704360693,335063.34511569515,6258527.235195092,713.5954282891112,114.708973489691,335039.9911551102,6258544.411424461,143.66648723591635,54,9.276955727806634
68 LINDEN WAY,CASTLECRAG,2068,NSW,Northeast,GANSW704349154,335843.4383872,6258673.820560824,780.3292544800363,120.17522939897022,335865.32487816014,6258687.0526832845,31.156295206335397,34,6.224085758279646
168 EDINBURGH ROAD,CASTLECRAG,2068,NSW,Northwest,GANSW704360691,335052.218522649,6258512.641354287,722.1259351008404,115.16865149754686,335029.11973623576,6258529.629909703,143.66648723642922,54,9.012597328893976
7 THE TOR WALK,CASTLECRAG,2068,NSW,West,GANSW716946301,336092.04363841127,6258932.690562317,998.3159487400601,161.27818215553395,336056.7741869477,6258942.391750913,164.6205931138189,27,3.736032424889779
26 THE BATTLEMENT,CASTLECRAG,2068,NSW,Southeast,GANSW704344304,335103.95662679244,6258519.070574282,645.5179494445019,107.36091708481655,335124.95426245354,6258502.983538928,-37.45700938364576,149,8.721815533844103
292 EDINBURGH ROAD,CASTLECRAG,2068,NSW,West,GANSW704365976,336033.2220832386,6258934.159185097,850.3905228912831,159.92514274414407,336019.2816626515,6258939.8436220465,157.8160091957842,11,1.2556935640654505
5 THE TOR WALK,CASTLECRAG,2068,NSW,West,GANSW716946299,336097.7676607891,6258946.835448808,1049.5323434254522,167.44758029700085,336061.8538470111,6258958.425635538,162.113955122986,27,3.2629556676939777
172 EDINBURGH ROAD,CASTLECRAG,2068,NSW,Northwest,GANSW704363292,335074.2564425008,6258541.713652804,703.9455941711439,114.19218444972623,335051.3623099109,6258559.419439087,142.28247263553976,54,9.310056262967814
174 EDINBURGH ROAD,CASTLECRAG,2068,NSW,Northwest,GANSW704363294,335085.2949295999,6258556.277325759,724.0989488288733,115.19395222649396,335062.54141091957,6258573.874364535,142.28247263564555,54,9.143164331981993
176 EDINBURGH ROAD,CASTLECRAG,2068,NSW,Northwest,GANSW704363295,335096.3570959613,6258570.925724536,709.3567503833524,114.42138887017897,335073.7703756647,6258588.393765347,142.28247263535548,54,9.020320970815215
178 EDINBURGH ROAD,CASTLECRAG,2068,NSW,Northwest,GANSW704363297,335107.42399121524,6258585.467875222,717.46802943692,114.83127908696224,335084.4252784659,6258602.637038826,143.2576615609363,54,9.069395672531806
163 EDINBURGH ROAD,CASTLECRAG,2068,NSW,Southeast,GANSW704360686,335034.0368840723,6258584.2501059435,681.20525425696,111.49626141331072,335056.894416659,6258566.572625247,-37.717527363487534,54,10.435971970285886
161 EDINBURGH ROAD,CASTLECRAG,2068,NSW,Southeast,GANSW704360684,335022.78276280826,6258571.977322371,607.9139789372937,111.14751062733939,335046.7432458872,6258553.446845579,-37.7175273637397,54,10.39366128319853
159 EDINBURGH ROAD,CASTLECRAG,2068,NSW,Southeast,GANSW704360682,335012.5823005833,6258560.900728705,645.384661821337,116.41060799418366,335038.2398681087,6258542.030256468,-36.33351276342202,54,10.531560725719116
48 SUNNYSIDE CRESCENT,CASTLECRAG,2068,NSW,Northwest,GANSW704341199,334962.46829434787,6258568.568901697,557.0763453795764,102.48795778142248,334946.3006660955,6258587.613851718,130.32857447621973,13,6.900719723015781
8B THE TOR WALK,CASTLECRAG,2068,NSW,West,GANSW716946305,336093.6937144261,6258741.19669186,2167.7704058496215,198.21184057337427,336078.1381857289,6258745.406370186,164.8571791348506,33,0.0
12 THE TOR WALK,CASTLECRAG,2068,NSW,West,GANSW718426601,336093.6937144261,6258741.19669186,2167.7704058496215,198.21184057337427,336078.1381857289,6258745.406370186,164.8571791348506,33,0.0
8A THE TOR WALK,CASTLECRAG,2068,NSW,West,GANSW716969391,336093.6937144261,6258741.19669186,2167.7704058496215,198.21184057337427,336078.1381857289,6258745.406370186,164.8571791348506,33,0.0
8 THE TOR WALK,CASTLECRAG,2068,NSW,West,GANSW716946304,336093.6937144261,6258741.19669186,2167.7704058496215,198.21184057337427,336078.1381857289,6258745.406370186,164.8571791348506,33,0.0
37 SUGARLOAF CRESCENT,CASTLECRAG,2068,NSW,Southeast,GANSW704351754,334647.38971081923,6258747.835070697,631.7868510411627,119.88887985783137,334660.7685082625,6258723.717622862,-60.98132537320519,22,7.278784832091758
276 EDINBURGH ROAD,CASTLECRAG,2068,NSW,Southeast,GANSW704365963,336035.23163853056,6258749.108827507,1281.4169004839614,205.50343970322362,336066.4203676517,6258723.155335843,-39.76530752746391,33,2.15387147741349
5 THE HIGH TOR,CASTLECRAG,2068,NSW,East,GANSW704349572,335934.99349745293,6258668.412159259,870.7646910298089,186.84495045923438,335963.7492360616,6258673.468016288,9.971870186789866,32,7.756904646677376
35A LINDEN WAY,CASTLECRAG,2068,NSW,East,GANSW710643202,335934.99349745293,6258668.412159259,870.7646910298089,186.84495045923438,335963.7492360616,6258673.468016288,9.971870186789866,32,7.756904646677376
240 EDINBURGH ROAD,CASTLECRAG,2068,NSW,North,GANSW704363349,335686.10980169015,6258681.518365635,690.8855095233457,162.51772008191398,335679.68685041467,6258725.44728083,98.31840937418232,54,8.208254299272772
64 SUGARLOAF CRESCENT,CASTLECRAG,2068,NSW,Southwest,GANSW706524442,334747.47956931934,6258711.2721382985,1507.7548916909354,219.18291577048456,334684.8015087567,6258564.917852947,-113.18363792610373,13,134.79661984164554
79 SUNNYSIDE CRESCENT,CASTLECRAG,2068,NSW,Southeast,GANSW704343595,334869.45793230255,6258565.976045911,958.0212448313027,146.82703521052122,334891.4729974564,6258537.107206575,-52.671247784836126,13,7.398837812112981
65 SUNNYSIDE CRESCENT,CASTLECRAG,2068,NSW,Southwest,GANSW704340995,334763.81939929374,6258563.817998565,785.0106392346082,122.32546721519222,334751.9709566782,6258536.151693386,-113.18363792598372,13,8.648885688535724
67 SUNNYSIDE CRESCENT,CASTLECRAG,2068,NSW,Southwest,GANSW704343589,334779.2570421569,6258557.235424659,653.5440291387202,116.25507086155292,334767.3981805742,6258529.544791023,-113.18363792575576,13,8.671326173886923
69 SUNNYSIDE CRESCENT,CASTLECRAG,2068,NSW,Southwest,GANSW704343590,334793.2902099905,6258551.239459389,655.9993135157997,116.39890557576848,334781.4263126952,6258523.537067283,-113.18363792608929,13,8.671326173886923
71 SUNNYSIDE CRESCENT,CASTLECRAG,2068,NSW,Southwest,GANSW704343592,334807.35104639234,6258545.35053512,651.8611193168093,114.93705418858244,334794.54004274466,6258517.547579686,-114.73923333618517,13,8.906685923414008
16 SUNNYSIDE CRESCENT,CASTLECRAG,2068,NSW,Northeast,GANSW704346870,334761.37589728495,6258504.742139488,577.6357504733314,105.42159844186287,334771.28505687753,6258527.880187437,66.81636207396751,13,6.522968522841142
38 SUNNYSIDE CRESCENT,CASTLECRAG,2068,NSW,Northwest,GANSW704357417,334904.6024706958,6258515.558714353,548.9884031660938,101.3479839666673,334889.3844195734,6258535.514479633,127.32875221609284,13,7.06139552856071
36 SUNNYSIDE CRESCENT,CASTLECRAG,2068,NSW,Northwest,GANSW704341184,334892.0952306072,6258505.969203457,570.2334630071914,107.99879728671763,334879.28369402484,6258527.8117753975,120.39331737181676,13,6.79943201517188
40 SUNNYSIDE CRESCENT,CASTLECRAG,2068,NSW,Northwest,GANSW704357420,334916.2506153285,6258526.167292133,555.1502229681711,101.8377573091434,334899.4241477198,6258544.226041506,132.97693103021746,13,7.065724914354809
42 SUNNYSIDE CRESCENT,CASTLECRAG,2068,NSW,Northwest,GANSW704341192,334927.89321177214,6258536.867291301,557.0364114893366,102.06650800201956,334910.99286028265,6258555.00533542,132.97693103008095,13,7.140619735171902
75 SUNNYSIDE CRESCENT,CASTLECRAG,2068,NSW,South,GANSW704343593,334840.46785377886,6258539.850954519,812.7249260672052,135.77722390893163,334846.5529853658,6258517.213770992,-74.95392164360517,13,8.518403086718292
77 SUNNYSIDE CRESCENT,CASTLECRAG,2068,NSW,South,GANSW704343594,334859.5709112383,6258551.023369885,858.300810686801,138.53802728535888,334869.992180866,6258524.201663417,-68.76692757913536,13,7.398837812112981
46 SUNNYSIDE CRESCENT,CASTLECRAG,2068,NSW,Northwest,GANSW704341196,334950.9979900346,6258558.021046957,550.3365015239216,101.96878741282985,334933.9093171479,6258576.35945816,132.979651646349,13,7.292814436486144
278 EDINBURGH ROAD,CASTLECRAG,2068,NSW,East,GANSW704365965,336042.02701667824,6258765.898691837,1191.7341684797586,170.23811515513154,336080.84124898945,6258755.394681612,-15.142820864491402,33,4.939214894814039
6 THE TOR WALK,CASTLECRAG,2068,NSW,East,GANSW716946300,336071.1191527078,6258771.445553906,683.3776994492957,123.28635546004774,336084.15295023745,6258770.081157597,-5.9760375720958265,33,0.0
35 SUGARLOAF CRESCENT,CASTLECRAG,2068,NSW,South,GANSW704340935,334635.0572724671,6258753.68660344,653.5494983117444,123.11733101893914,334622.8473861917,6258723.055636627,-111.73284407343864,22,9.056077277751442
278A EDINBURGH ROAD,CASTLECRAG,2068,NSW,Northeast,GANSW704365964,336029.76367685536,6258791.891052246,743.9628111682445,126.54902251293177,336072.02123466687,6258819.3464064095,33.012372455066284,27,32.15130078283665
44 SUNNYSIDE CRESCENT,CASTLECRAG,2068,NSW,Northwest,GANSW704341194,334939.5093441638,6258547.483409536,553.8648933368718,102.02905889620696,334922.5044986463,6258565.731862861,132.97965164498723,13,7.216235443543637
44A SUNNYSIDE CRESCENT,CASTLECRAG,2068,NSW,Northwest,GANSW720623345,334939.5093441638,6258547.483409536,553.8648933368718,102.02905889620696,334922.5044986463,6258565.731862861,132.97965164498723,13,7.216235443543637
157 EDINBURGH ROAD,CASTLECRAG,2068,NSW,Southeast,GANSW704360680,335003.01902175375,6258550.388535308,610.7891143464666,118.32300968865718,335029.86538056936,6258530.643738058,-36.33351276302722,54,10.831368795742856
31 SUGARLOAF CRESCENT,CASTLECRAG,2068,NSW,Southwest,GANSW704340931,334610.32447709766,6258765.474959299,692.3922053886628,129.40086536963904,334596.9951846994,6258733.381193315,-112.55425590657173,22,9.24883021124901
155 EDINBURGH ROAD,CASTLECRAG,2068,NSW,Southeast,GANSW704357445,334993.7591558179,6258540.439451499,660.8865521789689,123.98207869029429,335021.8661716895,6258519.767473839,-36.333512763661375,54,11.088945718881245
274 EDINBURGH ROAD,CASTLECRAG,2068,NSW,Southeast,GANSW706388474,336011.6232301489,6258730.527838937,1944.7949682775097,214.3615509148357,336056.7054138695,6258705.596976983,-28.942997076286563,33,24.078766097786506
1 THE HIGH TOR,CASTLECRAG,2068,NSW,Northeast,GANSW704363391,335928.98272955255,6258711.378491572,933.2452677777313,126.79670089475165,335942.58957762027,6258732.665515295,57.41293747251753,31,5.248030738229446
2 THE HIGH TOR,CASTLECRAG,2068,NSW,West,GANSW704352803,335989.7597807758,6258706.505076682,1381.7748146468602,170.05976469059067,335958.8947625067,6258701.078364411,-170.02812981296051,32,7.242839926411637
3 THE HIGH TOR,CASTLECRAG,2068,NSW,East,GANSW704352804,335931.12801020505,6258688.528869285,923.3728166286966,191.33186127649228,335960.2024480336,6258693.640760266,9.97187018616103,32,7.78826224028439
151 EDINBURGH ROAD,CASTLECRAG,2068,NSW,Southeast,GANSW704357443,334975.0045641366,6258520.817107024,707.1500668019662,130.98212844662294,334984.5632730208,6258506.795006002,-55.71818477929423,151,0.0
37A LINDEN WAY,CASTLECRAG,2068,NSW,Southwest,GANSW717103512,335895.6771483951,6258685.578706512,705.1460575606858,113.67721409881551,335872.473130537,6258675.229171108,-155.96200933821098,34,8.567898058430874
37 LINDEN WAY,CASTLECRAG,2068,NSW,Southwest,GANSW704361806,335895.6771483951,6258685.578706512,705.1460575606858,113.67721409881551,335872.473130537,6258675.229171108,-155.96200933821098,34,8.567898058430874
33 SUGARLOAF CRESCENT,CASTLECRAG,2068,NSW,South,GANSW704340933,334622.6961389844,6258759.6575174825,683.7077612961679,126.6977197204519,334610.12729199283,6258728.126025182,-111.73284407341679,22,9.165198769366992
261 EDINBURGH ROAD,CASTLECRAG,2068,NSW,South,GANSW710649258,335711.60366963735,6258779.645600078,1533.395196462731,199.54928966582204,335717.7602444423,6258739.550795534,-81.27038998264165,45,3.5783340040748164
265 EDINBURGH ROAD,CASTLECRAG,2068,NSW,South,GANSW704365957,335729.9979392717,6258769.274420657,997.2165552455962,143.09469142721622,335734.1749923233,6258742.071287263,-81.27038998245747,45,3.5078768150138124
257 EDINBURGH ROAD,CASTLECRAG,2068,NSW,South,GANSW704363361,335688.50177618087,6258758.681540421,816.665299454156,127.86121704190965,335692.04560348333,6258735.602301148,-81.27038998257831,45,3.6490928382098855
273 EDINBURGH ROAD,CASTLECRAG,2068,NSW,South,GANSW704365961,335775.55984046095,6258779.765660975,1575.5146296318856,172.66629365654126,335780.26121912274,6258749.14784758,-81.27038998270454,45,3.3392544516962435
275 EDINBURGH ROAD,CASTLECRAG,2068,NSW,South,GANSW704365962,335796.8442060843,6258783.579412342,804.7427540571398,147.28116263735754,335801.627421244,6258752.428637277,-81.27038998264857,45,3.2906416134254135
287 EDINBURGH ROAD,CASTLECRAG,2068,NSW,South,GANSW704365970,335811.1917052979,6258786.704338688,844.0720627283529,151.89596408362547,335816.1132120994,6258754.65293681,-81.27038998274382,45,3.242712017247454
289 EDINBURGH ROAD,CASTLECRAG,2068,NSW,South,GANSW704355790,335826.71090281993,6258797.364621567,1076.0760451388417,186.05551512267445,335832.9743228802,6258757.279733501,-81.11912276468878,45,3.1669010688905868
269 EDINBURGH ROAD,CASTLECRAG,2068,NSW,South,GANSW704365959,335762.598490272,6258853.079236191,4261.842596250877,468.8434767179466,335778.5964519721,6258748.892221855,-81.27038998261712,45,3.4363645497956155
39 LINDEN WAY,CASTLECRAG,2068,NSW,Southwest,GANSW704361808,335887.5657345388,6258705.349832362,904.4705219891816,129.05474622851028,335863.17720359797,6258690.605027969,-148.84370479292124,34,8.83867267660212
319 EDINBURGH ROAD,CASTLECRAG,2068,NSW,Southeast,GANSW710646748,335956.0386699872,6258938.522062161,2655.8022688393726,221.23934627340893,335996.76982819673,6258900.906344029,-42.72285021212234,11,18.17853565532079
317-321 EDINBURGH ROAD,CASTLECRAG,2068,NSW,Southeast,GANSW721622499,335956.0386699872,6258938.522062161,2655.8022688393726,221.23934627340893,335996.76982819673,6258900.906344029,-42.72285021212234,11,18.17853565532079
315 EDINBURGH ROAD,CASTLECRAG,2068,NSW,Southeast,GANSW704366631,335946.5742589565,6258914.016354091,688.4233162128003,140.21642522063192,335984.19880228286,6258886.06232921,-36.61135712526735,11,18.038870427932082
286 EDINBURGH ROAD,CASTLECRAG,2068,NSW,West,GANSW704365969,335990.3896372287,6258862.179628017,595.403649172032,97.80746455552124,335975.1693218676,6258868.318201679,158.03506575179412,11,1.292691068750776
