address,suburb,postcode,state,orientation,gnaf_pid,property_centroid_x,property_centroid_y,property_area,property_perimeter,nearest_point_x,nearest_point_y,angle_to_road,road_id,distance_to_road
3 THE TOR WALK,CASTLECRAG,2068,NSW,West,GANSW716946294,336101.8236165771,6258961.539059544,1035.321208573905,168.64507136679617,336065.60321762704,6258971.007732085,165.34969685721518,27,3.2102054290406747
321 EDINBURGH ROAD,CASTLECRAG,2068,NSW,East,GANSW716857591,335966.00297311664,6258961.317013138,1081.627630282666,196.1994938833176,336019.1935989764,6258939.6276561245,-22.18399080455164,11,14.885415730883482
325 EDINBURGH ROAD,CASTLECRAG,2068,NSW,Southeast,GANSW704366632,335970.70263915707,6258975.619040352,1465.0235362961878,218.62119720818214,336023.1060575328,6258947.190335907,-28.479704410183633,11,12.126351964455939
327 EDINBURGH ROAD,CASTLECRAG,2068,NSW,Southeast,GANSW715840328,335993.5961544257,6258981.537656742,1345.5237323279187,169.77913559001675,336029.5073547111,6258957.388325602,-33.91978692646445,11,11.199522060910004
329 EDINBURGH ROAD,CASTLECRAG,2068,NSW,Southeast,GANSW704366633,335994.1290564517,6259003.706411457,1350.7304541728956,208.75884642603597,336035.72968519357,6258964.525509578,-43.28427743813265,11,11.88818762844639
363 EDINBURGH ROAD,CASTLECRAG,2068,NSW,Northeast,GANSW704357633,336079.35841306736,6259194.82042873,647.3283330333311,104.98268778646943,336080.7266678054,6259195.681661868,32.18791901589242,9,0.0
365 EDINBURGH ROAD,CASTLECRAG,2068,NSW,West,GANSW710646767,336098.783422592,6259185.547735626,900.0778551557087,130.42012793590825,336085.19392251543,6259185.387856884,-179.3259535306677,9,0.0
2 THE LEE,MIDDLE COVE,2068,NSW,South,GANSW706384928,334342.5041508036,6258889.487403201,737.736100346061,117.95906549560739,334369.87352825335,6258820.780093168,-68.28026435051558,22,53.71967947918385
3 COVELEE CIRCUIT,MIDDLE COVE,2068,NSW,South,GANSW705371790,334325.91689740785,6258884.33943327,719.8758845454529,119.41389205998183,334353.78804869344,6258814.372484409,-68.28026435059554,22,53.80091421307484
1 COVELEE CIRCUIT,MIDDLE COVE,2068,NSW,South,GANSW710648660,334310.4577292469,6258878.260662209,706.4999054435068,118.7684667241983,334338.3561599592,6258808.225231849,-68.28026435057119,22,53.88517738656671
159A EASTERN VALLEY WAY,MIDDLE COVE,2068,NSW,South,GANSW717634950,334287.5303587404,6258850.929921979,406.11005160668464,109.69195407347186,334309.1725365559,6258796.60001171,-68.28026435056698,22,53.967166294412976
159 EASTERN VALLEY WAY,MIDDLE COVE,2068,NSW,South,GANSW706371415,334287.5303587404,6258850.929921979,406.11005160668464,109.69195407347186,334309.1725365559,6258796.60001171,-68.28026435056698,22,53.967166294412976
"UNIT 1, 159 EASTERN VALLEY WAY",MIDDLE COVE,2068,NSW,South,GANSW717463087,334287.5303587404,6258850.929921979,406.11005160668464,109.69195407347186,334309.1725365559,6258796.60001171,-68.28026435056698,22,53.967166294412976
161A EASTERN VALLEY WAY,MIDDLE COVE,2068,NSW,Southwest,GANSW710648207,334284.3453373238,6258859.168045917,406.8349827861562,109.7232347796712,334261.82670191594,6258845.776264544,-149.26014672528956,12,2.8222779032118313
"UNIT 1, 161 EASTERN VALLEY WAY",MIDDLE COVE,2068,NSW,Southwest,GANSW710645940,334284.3453373238,6258859.168045917,406.8349827861562,109.7232347796712,334261.82670191594,6258845.776264544,-149.26014672528956,12,2.8222779032118313
161B EASTERN VALLEY WAY,MIDDLE COVE,2068,NSW,Southwest,GANSW717634951,334284.3453373238,6258859.168045917,406.8349827861562,109.7232347796712,334261.82670191594,6258845.776264544,-149.26014672528956,12,2.8222779032118313
161 EASTERN VALLEY WAY,MIDDLE COVE,2068,NSW,Southwest,GANSW705360122,334284.3453373238,6258859.168045917,406.8349827861562,109.7232347796712,334261.82670191594,6258845.776264544,-149.26014672528956,12,2.8222779032118313
1 SUGARLOAF CRESCENT,CASTLECRAG,2068,NSW,South,GANSW704349165,334316.6750511824,6258833.033598883,628.3608326643437,119.05950098758056,334328.1732327886,6258804.1688894145,-68.28026435017298,22,8.035051021303659
3 SUGARLOAF CRESCENT,CASTLECRAG,2068,NSW,South,GANSW704351752,334329.4550119155,6258837.997996551,629.7296214379683,119.26226430171194,334340.909715173,6258809.242433897,-68.28026435048028,22,7.957041233978211
5 SUGARLOAF CRESCENT,CASTLECRAG,2068,NSW,South,GANSW704363397,334342.2229008647,6258843.005997373,629.8460465236788,119.27795140762595,334353.6507694977,6258814.317799601,-68.28026435037276,22,7.882936019104614
155 EASTERN VALLEY WAY,CASTLECRAG,2068,NSW,South,GANSW708831957,334293.1091775186,6258823.821684069,561.9842539813584,104.23709768744949,334304.66769131523,6258794.805518378,-68.28026435063775,22,23.532178045238965
157 EASTERN VALLEY WAY,CASTLECRAG,2068,NSW,South,GANSW706371416,334287.61442932143,6258838.03503081,561.9912390427356,104.23710022009772,334304.81190822716,6258794.862966808,-68.28026435066752,22,38.769738207357534
153 EASTERN VALLEY WAY,CASTLECRAG,2068,NSW,South,GANSW706385053,334298.6300452876,6258809.632091879,561.0090208582099,103.39437979509003,334304.55418358574,6258794.760302871,-68.28026435023466,22,8.293288551958538
6 SUGARLOAF CRESCENT,CASTLECRAG,2068,NSW,North,GANSW704363408,334344.28600788815,6258773.411989992,816.4899315588077,139.31291202620585,334331.5053369352,6258805.496224396,111.71973564933911,22,7.163530953803588
4 SUGARLOAF CRESCENT,CASTLECRAG,2068,NSW,North,GANSW704351757,334330.6124611939,6258767.313836085,836.6437668311733,142.57357899698232,334317.60786613927,6258799.960203212,111.7197356496413,22,7.093214610709795
2A SUGARLOAF CRESCENT,CASTLECRAG,2068,NSW,North,GANSW710647846,334317.15539304586,6258760.670159055,874.2397618463356,148.0430470430833,334303.7096797324,6258794.4238969665,111.71973564953397,22,7.022956021056322
2 SUGARLOAF CRESCENT,CASTLECRAG,2068,NSW,North,GANSW704351741,334317.15539304586,6258760.670159055,874.2397618463356,148.0430470430833,334303.7096797324,6258794.4238969665,111.71973564953397,22,7.022956021056322
3 SUNNYSIDE CRESCENT,CASTLECRAG,2068,NSW,Southeast,GANSW704352855,334335.1240098705,6258716.485047399,572.1496372627944,105.97194367836735,334347.93643317255,6258693.095226372,-61.28705315631611,13,8.220798416911032
143 EASTERN VALLEY WAY,CASTLECRAG,2068,NSW,Northwest,GANSW718086788,334349.4311937799,6258675.402819422,578.5379526072128,100.26945890024564,334341.63153706456,6258689.641544631,118.71294684269775,13,7.149834862912025
5 SUNNYSIDE CRESCENT,CASTLECRAG,2068,NSW,Southeast,GANSW704341201,334348.608684924,6258724.226559273,579.7762283187523,106.32973100836563,334361.8946980172,6258700.836301376,-60.4027830338076,13,8.193897196348626
3 THE PALISADE,NORTHBRIDGE,2063,NSW,South,GANSW705581257,334608.75074649183,6258001.927169173,785.7829302239015,125.05137303929068,334600.456769893,6257977.372867704,-108.66399146351405,100,4.528333786025299
15 THE OUTPOST,NORTHBRIDGE,2063,NSW,Northwest,GANSW705581248,334598.52724059316,6258026.730725269,787.8950683007726,128.52994392127482,334573.732310937,6258050.574677431,136.120092679074,119,14.981269324291857
32 THE RAMPART,CASTLECRAG,2068,NSW,North,GANSW704355774,334716.07843711466,6258040.30104161,784.1408143332343,118.28264532727307,334722.2953547627,6258066.827484796,76.80983456133409,117,5.314602694636039
34 THE RAMPART,CASTLECRAG,2068,NSW,North,GANSW704355776,334698.46573996334,6258048.055269198,708.1313195347883,113.12336299646702,334706.52314751357,6258071.553689193,71.07359617267599,117,5.358920351936412
36 THE RAMPART,CASTLECRAG,2068,NSW,Northeast,GANSW704355778,334681.93380581774,6258056.788590865,608.2365638702859,104.52017358985962,334691.55211668566,6258077.971825963,65.57943498737879,117,5.265359898015138
24 THE RAMPART,CASTLECRAG,2068,NSW,North,GANSW704344292,334794.5938126482,6258041.492253126,714.9394737165542,115.20281467242758,334789.89871334657,6258066.506778985,100.63044341059383,117,5.937747911009104
22 THE RAMPART,CASTLECRAG,2068,NSW,North,GANSW704344290,334810.6659308441,6258046.525227057,563.3146803212351,108.3263830922882,334803.9439178813,6258070.329980553,105.76867786821532,117,6.220318344978996
20 THE RAMPART,CASTLECRAG,2068,NSW,North,GANSW704344288,334828.42067091767,6258052.787720281,765.7907155223893,117.17605755472609,334819.151475238,6258075.891763788,111.86034334847062,117,6.8814074783429495
18 THE RAMPART,CASTLECRAG,2068,NSW,North,GANSW704346879,334853.6387938212,6258063.554017041,1049.6282608505626,131.43651906051707,334844.59385545633,6258086.099085322,111.86034334790432,117,6.936119799725986
3 THE REDOUBT,CASTLECRAG,2068,NSW,Northeast,GANSW704358813,334989.2435870709,6258122.607424738,690.656152889516,113.62816946375847,334998.6340780808,6258144.469451456,66.754816419681,113,5.647031887530732
5 THE REDOUBT,CASTLECRAG,2068,NSW,Northeast,GANSW704358814,335008.5921772868,6258116.060053061,713.564022094391,111.37926343241685,335020.9003685285,6258131.388257109,51.23634608989319,115,3.4034145030396648
9 THE REDOUBT,CASTLECRAG,2068,NSW,Northeast,GANSW704358816,335047.3803667609,6258116.868371048,731.4489075209135,123.31951841578095,335056.63758550904,6258123.467852334,35.485111779734126,111,0.0
7 THE REDOUBT,CASTLECRAG,2068,NSW,North,GANSW704358815,335028.4209415256,6258110.807220743,533.4785372871702,105.67673160298128,335026.2006462818,6258130.126689902,96.55597063861578,115,1.0205404953580548
9 THE BARBETTE,CASTLECRAG,2068,NSW,South,GANSW704355807,335083.13866002875,6258120.381914592,770.4756651538149,114.3302660193985,335085.8150003838,6258110.821041838,-74.36166587829426,110,0.0
7 THE BARBETTE,CASTLECRAG,2068,NSW,Southeast,GANSW704355805,335095.0377756456,6258142.626520087,820.4213912365659,124.19934483126204,335112.10316127655,6258126.211215464,-43.88765081753853,85,4.21542991483964
